UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7370,H31320,H,302.38,312.59,1314,27.78,24,0,0,0,0,0,0
7371,M93973,M,300.0,310.71,1711,38.28,232,0,0,0,0,0,0
7372,M75729,M,298.34,310.35,1581,37.36,68,0,0,0,0,0,0
7373,L94879,L,299.65,309.73,1634,26.6,54,0,0,0,0,0,0
7374,M39144,M,300.17,311.68,1417,32.03,183,0,0,0,0,0,0
7375,L67326,L,300.88,309.52,1511,36.74,156,0,0,0,0,0,0
7376,L87148,L,303.0,314.0,1473,38.24,241,0,0,0,0,0,0
7377,L29307,L,299.05,308.85,1590,26.67,124,0,0,0,0,0,0
7378,L70598,L,301.13,311.96,1311,45.65,232,1,1,0,0,0,0
7379,L29623,L,297.42,308.52,1517,24.77,40,0,0,0,0,0,0
7380,L30249,L,299.17,310.08,1309,44.31,129,0,0,0,0,0,0
7381,L83765,L,300.75,311.35,1442,37.96,5,0,0,0,0,0,0
7382,L82131,L,301.38,310.84,1517,41.54,227,0,0,0,0,0,0
7383,H48377,H,298.49,308.3,1626,45.9,186,0,0,0,0,0,0
7384,L62365,L,299.12,310.81,1641,31.67,192,0,0,0,0,0,0
7385,M44551,M,302.92,313.02,1672,34.27,30,0,0,0,0,0,0
7386,L52926,L,302.32,312.92,1268,22.81,90,1,0,0,1,0,0
7387,L97750,L,300.42,309.62,1763,48.53,108,0,0,0,0,0,0
7388,H48599,H,295.53,307.09,1419,21.6,100,1,0,0,1,0,0
7389,L32593,L,304.5,313.88,1432,39.18,45,0,0,0,0,0,0
7390,L70334,L,299.96,311.58,1583,13.13,59,1,0,0,1,0,0
7391,M69893,M,299.37,309.01,1474,30.84,45,0,0,0,0,0,0
7392,L52636,L,298.96,310.67,1600,51.34,18,0,0,0,0,0,0
7393,M79225,M,300.75,311.46,1634,45.11,0,0,0,0,0,0,0
7394,L50363,L,300.77,310.91,1398,51.09,222,1,0,0,0,1,0
7395,L65959,L,301.9,314.0,1502,36.31,17,0,0,0,0,0,0
7396,L90223,L,298.15,308.78,1507,53.7,134,0,0,0,0,0,0
7397,L95917,L,299.38,309.71,1707,35.71,112,0,0,0,0,0,0
7398,M99125,M,304.06,314.0,1451,46.29,159,0,0,0,0,0,0
7399,M11120,M,300.45,309.67,1443,65.96,226,1,0,0,1,1,0
7400,L26491,L,299.65,307.83,1351,53.97,223,1,0,1,0,1,0
7401,L53638,L,298.12,309.97,1371,41.1,58,0,0,0,0,0,0
7402,M49062,M,301.01,310.88,1292,50.01,64,0,0,0,0,0,0
7403,L15193,L,302.06,313.63,1408,54.96,224,1,0,0,0,1,0
7404,L99144,L,301.75,312.5,1822,36.34,11,0,0,0,0,0,0
7405,L25213,L,299.48,309.02,1659,41.29,172,0,0,0,0,0,0
7406,L89766,L,300.72,312.03,1765,42.92,151,0,0,0,0,0,0
7407,M93959,M,303.34,313.63,1364,68.58,181,1,0,0,1,1,0
7408,H27187,H,302.14,311.76,1184,37.07,3,0,0,0,0,0,0
7409,L20040,L,298.43,308.08,1592,42.31,78,0,0,0,0,0,0
7410,L76302,L,295.0,305.0,1869,34.18,223,1,1,0,0,0,0
7411,L39949,L,300.59,311.7,1448,35.76,23,0,0,0,0,0,0
7412,L13527,L,301.6,311.36,1553,30.92,22,0,0,0,0,0,0
7413,L86557,L,297.82,308.49,1252,64.64,88,0,0,0,0,0,0
7414,M93408,M,299.98,310.5,1540,27.7,176,0,0,0,0,0,0
7415,L87294,L,299.47,309.23,1513,24.54,217,0,0,0,0,0,0
7416,L28757,L,300.21,309.39,1168,42.15,20,0,0,0,0,0,0
7417,L35412,L,298.91,312.14,1348,23.56,197,1,0,0,1,0,0
7418,L24312,L,302.58,313.23,1334,33.87,149,0,0,0,0,0,0
7419,L32119,L,300.3,312.82,1251,33.76,121,0,0,0,0,0,0
7420,M21804,M,298.24,310.11,1405,41.67,108,0,0,0,0,0,0
7421,L63986,L,301.83,312.21,1627,47.95,230,1,0,0,0,1,0
7422,M56545,M,297.47,308.35,1421,34.38,228,0,0,0,0,0,0
7423,L86519,L,302.57,313.42,1742,40.01,202,0,0,0,0,0,0
7424,L39999,L,301.98,314.0,1470,46.31,36,0,0,0,0,0,0
7425,L49758,L,302.78,314.0,1594,15.99,29,1,0,0,1,0,0
7426,L79519,L,299.68,309.58,1625,30.4,30,0,0,0,0,0,0
7427,L13768,L,299.01,310.06,1811,28.66,32,0,0,0,0,0,0
7428,L11504,L,300.17,311.67,1406,44.63,108,0,0,0,0,0,0
7429,M77986,M,299.83,309.36,1615,40.54,75,0,0,0,0,0,0
7430,M86772,M,298.69,309.89,1365,45.46,154,0,0,0,0,0,0
7431,L18002,L,298.89,310.94,1845,24.11,249,0,0,0,0,0,0
7432,L85427,L,299.27,309.11,1348,35.78,77,0,0,0,0,0,0
7433,L48787,L,297.66,307.64,1604,22.3,254,0,0,0,0,0,0
7434,L23898,L,301.36,313.22,1816,32.08,116,0,0,0,0,0,0
7435,L20472,L,299.9,310.24,1320,39.43,57,0,0,0,0,0,0
7436,M90800,M,299.38,309.1,1642,39.54,128,0,0,0,0,0,0
7437,L93227,L,297.78,309.36,1356,49.6,63,0,0,0,0,0,0
7438,L42632,L,297.68,308.96,1954,26.87,249,0,0,0,0,0,0
7439,L43743,L,303.87,314.0,1195,51.35,108,0,0,0,0,0,0
7440,L88538,L,298.75,310.57,1262,42.96,113,0,0,0,0,0,0
7441,M53386,M,301.22,313.12,1333,31.01,112,0,0,0,0,0,0
7442,L53388,L,300.33,310.94,1339,34.23,71,0,0,0,0,0,0
7443,L31323,L,295.0,307.67,1629,15.22,71,1,0,0,1,0,0
7444,M79269,M,303.58,314.0,1859,27.77,231,0,0,0,0,0,0
7445,L51319,L,301.37,310.08,1743,28.0,220,1,1,0,0,0,0
7446,M77759,M,298.46,308.13,1577,26.38,25,0,0,0,0,0,0
7447,L26868,L,299.94,308.39,1537,44.92,89,0,0,0,0,0,0
7448,L12080,L,297.7,308.08,1426,45.47,176,0,0,0,0,0,0
7449,M23776,M,303.65,313.14,1605,40.63,211,0,0,0,0,0,0
7450,L76231,L,298.18,308.07,1497,44.88,171,0,0,0,0,0,0
7451,L65452,L,298.95,310.74,1569,36.5,42,0,0,0,0,0,0
7452,L63812,L,298.54,307.49,1402,40.75,48,0,0,0,0,0,0
7453,L73271,L,300.16,310.99,1319,52.47,179,0,0,0,0,0,0
7454,M87585,M,302.74,313.56,1540,43.42,70,0,0,0,0,0,0
7455,M68542,M,303.58,314.0,1536,46.9,159,0,0,0,0,0,0
7456,H25628,H,299.2,310.03,1428,39.69,105,0,0,0,0,0,0
7457,M18265,M,300.76,309.22,1397,30.9,54,0,0,0,0,0,0
7458,L34671,L,300.16,310.05,1636,37.11,112,0,0,0,0,0,0
7459,L22460,L,298.04,310.28,1617,30.31,249,0,0,0,0,0,0
7460,L13477,L,304.5,314.0,1873,35.59,17,0,0,0,0,0,0
7461,L12202,L,302.73,314.0,1784,34.44,122,0,0,0,0,0,0
7462,L99410,L,300.38,309.67,1320,43.96,213,0,0,0,0,0,0
7463,H21850,H,303.16,312.34,1501,34.44,186,0,0,0,0,0,0
7464,L30809,L,302.42,312.17,1289,55.56,28,0,0,0,0,0,0
7465,L80886,L,300.16,311.99,1204,58.58,159,0,0,0,0,0,0
7466,L12806,L,300.65,310.81,1930,25.52,181,0,0,0,0,0,0
7467,M17163,M,303.02,314.0,1801,22.04,240,0,0,0,0,0,0
7468,M10185,M,298.11,308.88,1422,42.11,83,0,0,0,0,0,0
7469,M34718,M,303.35,313.99,1759,42.23,30,0,0,0,0,0,0
7470,L87081,L,299.55,311.52,1786,21.97,170,0,0,0,0,0,0
7471,M66202,M,303.05,314.0,1189,53.84,168,0,0,0,0,0,0
7472,L35215,L,299.99,309.55,1688,26.97,135,0,0,0,0,0,0
7473,M38325,M,300.68,311.1,1447,29.54,42,0,0,0,0,0,0
7474,L28458,L,299.93,312.37,1604,44.04,227,0,0,0,0,0,0
7475,L26006,L,298.94,309.96,2077,32.07,178,0,0,0,0,0,0
7476,L42969,L,299.46,308.65,1820,30.28,135,0,0,0,0,0,0
7477,M86820,M,302.76,312.02,1512,45.38,124,0,0,0,0,0,0
7478,L37655,L,295.37,306.96,1791,37.46,8,0,0,0,0,0,0
7479,M91234,M,297.52,308.92,1189,30.28,77,0,0,0,0,0,0
7480,L19102,L,298.55,308.33,1626,35.99,173,0,0,0,0,0,0
7481,L77107,L,297.84,309.29,1630,47.57,32,0,0,0,0,0,0
7482,L31553,L,303.02,314.0,1662,38.56,57,0,0,0,0,0,0
7483,L94079,L,302.52,314.0,1443,13.74,78,1,0,0,1,0,0
7484,L89570,L,301.18,313.49,1604,26.16,221,0,0,0,0,0,0
7485,L76865,L,298.72,309.98,1689,42.37,93,0,0,0,0,0,0
7486,M51420,M,302.67,313.19,1168,42.22,231,0,0,0,0,0,0
7487,L35382,L,296.82,307.12,1478,49.63,158,0,0,0,0,0,0
7488,H79235,H,304.28,314.0,1372,63.1,196,1,0,0,1,0,0
7489,L48795,L,298.63,308.45,1654,32.58,82,0,0,0,0,0,0
7490,M61425,M,299.48,309.82,1783,27.17,47,0,0,0,0,0,0
7491,L67402,L,299.14,311.12,1425,30.1,105,0,0,0,0,0,0
7492,L72539,L,297.85,306.94,1339,50.9,138,0,0,0,0,0,0
7493,L86203,L,303.85,313.01,1556,31.27,127,0,0,0,0,0,0
7494,L33459,L,301.58,313.11,1327,38.82,228,1,1,0,0,0,0
7495,M59649,M,302.43,312.78,1494,27.72,73,0,0,0,0,0,0
7496,L82495,L,297.55,306.33,1475,34.64,111,0,0,0,0,0,0
7497,L56384,L,300.36,311.0,1639,28.77,127,0,0,0,0,0,0
7498,M81746,M,301.04,311.54,1592,18.16,99,1,0,0,1,0,0
7499,L88053,L,300.54,310.81,1564,28.95,160,0,0,0,0,0,0
7500,M66278,M,297.68,309.06,1830,37.16,188,0,0,0,0,0,0
7501,L88156,L,302.15,311.52,1584,48.38,87,0,0,0,0,0,0
7502,M46744,M,300.24,310.96,1460,38.2,14,0,0,0,0,0,0
7503,L98340,L,298.09,308.58,1482,38.99,28,0,0,0,0,0,0
7504,L40568,L,296.29,307.03,1397,43.93,230,0,0,0,0,0,0
7505,L27991,L,301.21,310.18,1352,63.19,154,0,0,0,0,0,0
7506,H18912,H,304.5,314.0,1285,33.33,19,0,0,0,0,0,0
7507,L42527,L,297.97,308.69,1739,22.55,163,0,0,0,0,0,0
7508,L60426,L,300.34,311.58,1406,40.23,13,0,0,0,0,0,0
7509,M30407,M,302.22,314.0,1592,39.54,252,0,0,0,0,0,0
7510,H22344,H,297.46,308.97,1481,38.36,36,0,0,0,0,0,0
7511,M12355,M,299.04,310.2,1530,24.68,240,0,0,0,0,0,0
7512,H64733,H,298.28,310.25,1743,40.15,227,1,1,0,0,0,0
7513,L76285,L,301.97,312.37,1567,35.31,100,0,0,0,0,0,0
7514,L94971,L,302.65,314.0,1369,47.66,215,0,0,0,0,0,0
7515,M55733,M,300.32,312.14,1433,55.49,48,0,0,0,0,0,0
7516,M66915,M,298.32,308.57,1690,21.5,234,1,1,0,0,0,0
7517,L62716,L,299.11,311.74,1622,20.15,163,1,0,0,1,0,0
7518,L48526,L,298.74,309.89,1701,38.45,185,0,0,0,0,0,0
7519,M28088,M,298.05,310.94,1492,18.87,249,1,0,0,1,0,0
7520,L75377,L,299.8,310.8,1284,40.17,220,0,0,0,0,0,0
7521,L54405,L,301.15,311.29,1626,30.2,14,0,0,0,0,0,0
7522,L48842,L,300.98,310.91,1581,39.51,166,0,0,0,0,0,0
7523,L71788,L,299.98,310.33,1585,30.12,4,0,0,0,0,0,0
7524,M61529,M,300.11,310.24,1286,50.02,237,1,1,0,0,0,0
7525,L99939,L,299.84,311.81,1420,29.59,96,0,0,0,0,0,0
7526,M62383,M,297.41,308.08,1366,28.92,230,0,0,0,0,0,0
7527,L49177,L,300.32,309.41,1607,35.83,236,0,0,0,0,0,0
7528,L49056,L,298.83,309.75,1613,36.45,44,0,0,0,0,0,0
7529,M98249,M,297.31,308.13,1527,40.29,128,0,0,0,0,0,0
7530,L76421,L,300.74,310.97,1709,45.92,46,0,0,0,0,0,0
7531,L43632,L,298.78,309.74,1803,41.94,33,0,0,0,0,0,0
7532,L49685,L,300.46,311.11,1599,39.89,231,1,1,0,0,0,0
7533,L87222,L,301.7,313.03,1656,41.61,248,0,0,0,0,0,0
7534,L78590,L,298.1,309.37,1438,42.47,135,0,0,0,0,0,0
7535,M18977,M,300.18,311.25,1404,52.83,215,0,0,0,0,0,0
7536,M58967,M,296.38,305.78,1717,36.41,237,0,0,0,0,0,0
7537,M84072,M,303.07,314.0,1378,35.85,53,0,0,0,0,0,0
7538,L25070,L,297.28,306.43,1660,28.01,86,0,0,0,0,0,0
7539,L92473,L,298.97,309.54,1845,40.0,227,1,1,0,0,0,0
7540,L31500,L,302.68,312.28,1653,33.08,59,0,0,0,0,0,0
7541,L20011,L,299.53,310.63,1520,55.74,204,1,0,0,0,1,0
7542,L58039,L,297.61,308.44,1294,32.06,36,0,0,0,0,0,0
7543,L18896,L,301.43,311.96,1564,48.08,173,0,0,0,0,0,0
7544,H90118,H,301.38,313.6,1717,29.82,17,0,0,0,0,0,0
7545,L49958,L,298.73,310.54,1503,42.01,9,0,0,0,0,0,0
7546,L51912,L,298.95,309.32,1719,22.49,250,0,0,0,0,0,0
7547,M10814,M,299.13,310.63,1601,19.34,67,1,0,0,1,0,0
7548,L85276,L,299.59,311.85,1587,49.45,198,0,0,0,0,0,0
7549,M34719,M,296.21,308.02,1478,34.51,227,0,0,0,0,0,0
7550,M30150,M,299.64,310.2,1273,56.1,85,0,0,0,0,0,0
7551,H80494,H,303.57,312.68,1458,32.84,106,0,0,0,0,0,0
7552,L13825,L,298.21,309.23,1457,49.02,234,1,0,0,0,1,0
7553,M60368,M,298.83,310.2,1639,31.22,75,0,0,0,0,0,0
7554,L24800,L,297.63,307.56,1532,26.08,151,0,0,0,0,0,0
7555,M85535,M,301.22,311.95,1730,38.47,46,0,0,0,0,0,0
7556,L96390,L,302.41,313.02,1586,44.67,36,0,0,0,0,0,0
7557,L85017,L,302.36,314.0,1444,46.02,199,0,0,0,0,0,0
7558,L58505,L,297.5,310.06,1388,39.78,211,0,0,0,0,0,0
7559,L67899,L,301.0,312.87,1426,22.61,42,1,0,0,1,0,0
7560,M92782,M,302.87,313.48,1564,26.85,209,0,0,0,0,0,0
7561,M32601,M,301.02,312.87,1468,32.18,24,0,0,0,0,0,0
7562,M20677,M,300.96,312.31,1341,39.96,241,0,0,0,0,0,0
7563,L39552,L,299.06,309.68,1716,42.82,86,0,0,0,0,0,0
7564,M97858,M,300.44,313.23,1562,35.6,229,0,0,0,0,0,0
7565,L77891,L,302.47,312.43,1584,17.12,145,1,0,0,1,0,0
7566,M84693,M,300.66,311.96,1387,14.55,178,1,0,0,1,0,0
7567,H43292,H,297.5,309.04,1348,35.13,251,0,0,0,0,0,0
7568,L76097,L,299.09,309.5,1506,33.17,45,0,0,0,0,0,0
7569,M83703,M,302.42,313.68,1170,53.33,202,0,0,0,0,0,0
7570,L26184,L,300.65,312.29,1675,21.78,186,0,0,0,0,0,0
7571,L99336,L,300.24,311.18,1408,26.62,166,0,0,0,0,0,0
7572,L71046,L,298.89,310.06,1487,42.91,77,0,0,0,0,0,0
7573,L76741,L,302.38,313.18,1612,47.4,111,0,0,0,0,0,0
7574,M71377,M,303.32,314.0,1495,19.52,253,1,0,0,1,0,0
7575,L22039,L,302.53,313.0,1325,34.94,85,0,0,0,0,0,0
7576,L55161,L,302.89,313.27,1806,40.54,236,1,1,0,0,0,0
7577,L45006,L,299.28,310.0,1259,56.12,165,0,0,0,0,0,0
7578,M27544,M,299.0,310.88,1168,37.7,182,0,0,0,0,0,0
7579,H22987,H,299.69,308.64,1692,43.67,78,0,0,0,0,0,0
7580,M15239,M,300.08,309.87,1272,45.54,4,0,0,0,0,0,0
7581,M54785,M,302.86,314.0,1761,37.92,112,0,0,0,0,0,0
7582,L33358,L,302.33,313.31,1603,29.45,132,0,0,0,0,0,0
7583,L92674,L,301.08,311.37,1586,38.77,120,0,0,0,0,0,0
7584,L66450,L,297.14,308.63,1433,28.34,177,0,0,0,0,0,0
7585,L98520,L,296.62,306.54,1386,35.67,41,1,0,0,0,0,1
7586,M38428,M,300.48,309.08,1467,36.15,146,0,0,0,0,0,0
7587,L19096,L,301.76,312.82,1377,43.06,161,0,0,0,0,0,0
7588,M57582,M,299.84,309.81,1752,52.37,52,1,0,0,1,0,0
7589,L34536,L,303.83,314.0,1401,67.05,207,1,0,0,1,1,0
7590,L67395,L,297.84,308.86,1626,31.82,20,0,0,0,0,0,0
7591,L78157,L,297.58,308.43,1716,45.74,44,0,0,0,0,0,0
7592,M79484,M,298.67,307.66,1376,30.08,223,0,0,0,0,0,0
7593,M11287,M,298.6,309.32,1603,39.32,59,0,0,0,0,0,0
7594,M64510,M,301.05,312.2,1374,34.55,180,0,0,0,0,0,0
7595,L33902,L,299.16,308.46,1504,33.81,245,0,0,0,0,0,0
7596,H66188,H,296.9,306.09,1452,65.69,18,1,0,0,1,0,0
7597,L31164,L,301.78,311.41,1410,36.71,215,0,0,0,0,0,0
7598,L91204,L,296.48,307.93,1563,30.69,34,0,0,0,0,0,0
7599,H11772,H,297.86,306.56,1316,32.64,81,1,0,1,0,0,0
7600,L63054,L,296.75,308.28,1702,27.19,248,0,0,0,0,0,0
7601,M64878,M,300.41,311.51,1340,27.55,13,0,0,0,0,0,0
7602,L42238,L,300.37,310.81,1307,46.28,85,0,0,0,0,0,0
7603,L68293,L,303.83,313.05,1490,40.43,102,0,0,0,0,0,0
7604,H91298,H,301.83,311.73,1468,42.33,221,0,0,0,0,0,0
7605,L17213,L,302.88,314.0,1599,35.73,11,0,0,0,0,0,0
7606,M24941,M,300.58,312.53,1550,31.72,176,0,0,0,0,0,0
7607,L25964,L,298.05,307.71,1242,38.55,203,0,0,0,0,0,0
7608,M36855,M,300.26,312.1,1713,34.79,221,0,0,0,0,0,0
7609,L68769,L,301.18,312.57,1485,38.08,2,0,0,0,0,0,0
7610,L93504,L,301.41,312.1,1578,30.53,118,0,0,0,0,0,0
7611,L11046,L,299.06,309.02,1931,27.54,103,0,0,0,0,0,0
7612,L24909,L,300.98,311.1,1767,44.92,95,0,0,0,0,0,0
7613,H89114,H,298.13,310.66,1573,54.37,154,0,0,0,0,0,0
7614,L33368,L,297.91,308.79,1288,42.04,219,0,0,0,0,0,0
7615,L81255,L,297.77,309.8,1291,36.24,209,0,0,0,0,0,0
7616,L91496,L,300.05,310.99,1744,32.5,244,0,0,0,0,0,0
7617,L99142,L,297.64,307.89,1463,50.3,116,0,0,0,0,0,0
7618,M25624,M,299.15,310.43,1505,37.66,152,0,0,0,0,0,0
7619,H20352,H,301.81,314.0,1329,46.95,254,0,0,0,0,0,0
7620,L90539,L,297.94,308.0,1615,29.64,142,0,0,0,0,0,0
7621,M19223,M,298.99,310.61,1740,23.32,114,0,0,0,0,0,0
7622,L88254,L,300.14,311.03,1809,37.7,236,0,0,0,0,0,0
7623,L76851,L,300.49,309.74,1454,41.32,239,0,0,0,0,0,0
7624,M60044,M,299.0,308.23,1651,40.39,26,0,0,0,0,0,0
7625,L97089,L,301.57,311.82,1518,21.6,14,1,0,0,1,0,0
7626,M95000,M,301.18,312.23,1693,49.34,157,0,0,0,0,0,0
7627,M41419,M,302.28,313.86,1534,39.7,202,0,0,0,0,0,0
7628,L23767,L,299.84,308.97,1387,22.65,186,1,0,0,1,0,0
7629,H82002,H,298.97,310.33,1773,40.3,172,0,0,0,0,0,0
7630,M41028,M,298.63,309.22,1553,33.46,180,0,0,0,0,0,0
7631,L57953,L,300.61,311.32,1472,39.23,77,0,0,0,0,0,0
7632,M67965,M,299.25,310.53,1567,32.2,44,0,0,0,0,0,0
7633,L79776,L,298.86,311.31,1402,39.86,91,0,0,0,0,0,0
7634,H41459,H,299.1,310.11,1610,35.17,199,0,0,0,0,0,0
7635,M92331,M,298.63,307.98,1500,22.25,188,1,0,0,1,0,0
7636,L34689,L,300.4,310.91,1392,50.07,10,0,0,0,0,0,0
7637,L90446,L,297.17,308.73,1963,30.01,77,0,0,0,0,0,0
7638,M77982,M,300.61,312.19,1354,47.05,178,0,0,0,0,0,0
7639,L13346,L,301.35,312.72,1599,43.15,110,0,0,0,0,0,0
7640,L55179,L,298.84,309.03,1545,38.2,213,0,0,0,0,0,0
7641,L50517,L,303.84,313.18,1350,45.94,216,0,0,0,0,0,0
7642,L79678,L,300.04,311.32,1474,24.58,201,1,1,0,0,0,0
7643,L91606,L,296.88,306.36,1293,35.1,227,1,1,0,0,0,0
7644,L82623,L,299.44,310.83,1907,30.68,166,0,0,0,0,0,0
7645,L99288,L,300.13,311.52,1487,40.33,23,0,0,0,0,0,0
7646,M91171,M,300.9,311.13,1502,41.97,133,0,0,0,0,0,0
7647,L68916,L,299.49,310.07,1885,41.08,32,0,0,0,0,0,0
7648,L97754,L,297.98,308.88,1387,40.35,149,0,0,0,0,0,0
7649,L58575,L,297.81,307.9,1768,35.35,59,0,0,0,0,0,0
7650,L55039,L,298.69,308.01,1642,35.42,147,0,0,0,0,0,0
7651,L59955,L,298.88,309.55,1179,45.57,10,0,0,0,0,0,0
7652,L90260,L,297.73,308.5,1468,36.97,114,0,0,0,0,0,0
7653,L65871,L,298.53,310.6,1614,28.55,34,0,0,0,0,0,0
7654,M70678,M,301.32,311.24,1541,36.08,162,0,0,0,0,0,0
7655,M41351,M,303.3,314.0,1542,35.13,64,0,0,0,0,0,0
7656,M70693,M,301.51,311.06,1426,38.66,105,0,0,0,0,0,0
7657,M41433,M,302.61,311.97,1407,22.99,89,1,0,0,1,0,0
7658,M84797,M,301.95,312.35,1479,37.77,205,0,0,0,0,0,0
7659,L89015,L,301.67,311.43,1888,23.69,176,0,0,0,0,0,0
7660,M25804,M,299.32,308.67,1372,41.13,65,0,0,0,0,0,0
7661,L55101,L,300.28,312.93,1448,28.74,173,0,0,0,0,0,0
7662,M70115,M,299.16,309.41,1540,37.66,132,0,0,0,0,0,0
7663,M88363,M,299.56,312.57,1272,41.71,166,0,0,0,0,0,0
7664,L54700,L,300.14,309.84,1613,29.96,78,0,0,0,0,0,0
7665,L87576,L,301.43,310.42,1303,47.15,212,0,0,0,0,0,0
7666,L29477,L,300.85,312.84,1339,46.8,220,0,0,0,0,0,0
7667,M26127,M,299.68,309.65,1331,42.53,178,0,0,0,0,0,0
7668,M96718,M,300.11,310.95,1240,52.79,148,0,0,0,0,0,0
7669,M36049,M,300.87,310.21,1763,29.14,165,0,0,0,0,0,0
7670,L22473,L,301.33,312.0,1629,38.69,243,0,0,0,0,0,0
7671,M92245,M,296.96,306.29,1701,33.33,163,0,0,0,0,0,0
7672,L71836,L,297.85,308.47,1685,25.51,13,0,0,0,0,0,0
7673,M52464,M,302.21,312.44,1505,30.45,160,0,0,0,0,0,0
7674,L23714,L,299.88,310.81,1530,48.37,22,0,0,0,0,0,0
7675,L70878,L,299.15,310.48,1717,46.51,71,0,0,0,0,0,0
7676,L44208,L,299.47,310.41,1830,36.89,211,0,0,0,0,0,0
7677,M97104,M,299.47,310.62,1309,37.4,165,0,0,0,0,0,0
7678,H84683,H,301.12,311.71,1989,39.1,46,0,0,0,0,0,0
7679,L91803,L,297.78,308.05,1298,50.89,63,0,0,0,0,0,0
7680,L51514,L,300.05,311.22,1452,42.78,229,0,0,0,0,0,0
7681,H15136,H,300.49,311.08,1548,54.05,174,0,0,0,0,0,0
7682,L41516,L,300.79,311.42,1565,28.74,0,0,0,0,0,0,0
7683,M86982,M,300.45,311.54,1888,36.2,41,0,0,0,0,0,0
7684,L73878,L,301.03,310.7,1717,26.57,67,0,0,0,0,0,0
7685,L55099,L,298.85,310.98,1609,30.2,205,0,0,0,0,0,0
7686,M23188,M,298.12,308.57,1721,54.94,213,1,0,0,1,0,0
7687,M61188,M,304.5,314.0,1597,40.38,203,0,0,0,0,0,0
7688,L15560,L,299.4,310.05,1413,59.28,24,0,0,0,0,0,0
7689,L46397,L,299.63,310.98,1622,40.11,115,0,0,0,0,0,0
7690,M87193,M,301.36,312.39,1547,40.76,111,0,0,0,0,0,0
7691,L48082,L,303.19,313.84,1383,34.94,184,0,0,0,0,0,0
7692,M94376,M,298.91,311.06,1762,40.46,179,0,0,0,0,0,0
7693,L51430,L,298.0,305.5,1525,37.8,134,0,0,0,0,0,0
7694,L60522,L,297.52,309.46,1333,43.84,134,0,0,0,0,0,0
7695,H50397,H,303.19,314.0,1362,39.33,183,0,0,0,0,0,0
7696,M86860,M,297.92,306.79,1631,34.24,166,0,0,0,0,0,0
7697,L35247,L,299.94,311.57,1724,33.44,197,0,0,0,0,0,0
7698,M93094,M,298.05,309.8,1622,36.42,82,0,0,0,0,0,0
7699,L29943,L,297.1,308.37,1623,34.87,238,0,0,0,0,0,0
7700,L49460,L,299.42,308.56,1389,25.19,185,0,0,0,0,0,0
7701,H51986,H,298.12,309.51,1552,41.93,150,0,0,0,0,0,0
7702,M54514,M,298.62,310.32,1476,37.64,251,0,0,0,0,0,0
7703,M90908,M,304.01,314.0,1500,6.52,117,1,0,0,1,0,0
7704,L62385,L,300.85,311.99,1515,22.81,137,0,0,0,0,0,0
7705,L22631,L,301.86,312.21,1416,35.67,107,0,0,0,0,0,0
7706,L77008,L,301.65,313.23,1670,45.27,199,0,0,0,0,0,0
7707,L36955,L,299.8,310.18,1353,48.77,163,0,0,0,0,0,0
7708,M57367,M,299.12,309.24,1301,36.47,198,0,0,0,0,0,0
7709,L40802,L,300.5,311.16,1394,39.15,118,0,0,0,0,0,0
7710,M80408,M,300.34,309.7,1694,43.16,130,0,0,0,0,0,0
7711,L53341,L,298.86,309.42,1596,30.37,71,0,0,0,0,0,0
7712,L23691,L,300.26,311.32,1214,34.38,76,0,0,0,0,0,0
7713,L14753,L,298.59,310.16,1643,42.56,222,0,0,0,0,0,0
7714,L11833,L,299.66,310.61,1526,48.01,140,0,0,0,0,0,0
7715,L18645,L,299.33,308.6,1460,33.31,217,0,0,0,0,0,0
7716,H50024,H,297.46,309.51,1491,43.1,175,0,0,0,0,0,0
7717,L90598,L,295.3,307.43,1295,43.8,111,0,0,0,0,0,0
7718,H19635,H,298.12,308.93,1566,31.18,65,0,0,0,0,0,0
7719,L30064,L,303.61,313.56,1307,56.65,130,0,0,0,0,0,0
7720,H19940,H,299.38,309.55,1472,32.46,62,0,0,0,0,0,0
7721,L45169,L,301.55,312.05,1472,46.27,14,0,0,0,0,0,0
7722,H88647,H,295.75,306.73,1674,34.82,240,0,0,0,0,0,0
7723,L55200,L,297.98,308.38,1542,35.55,129,0,0,0,0,0,0
7724,M66329,M,297.29,307.13,1662,29.69,188,0,0,0,0,0,0
7725,H61158,H,299.6,311.32,1320,32.71,186,0,0,0,0,0,0
7726,L39739,L,304.5,314.0,1516,35.44,144,0,0,0,0,0,0
7727,L27793,L,300.92,310.57,1630,30.64,229,0,0,0,0,0,0
7728,L93682,L,303.39,314.0,1759,33.33,10,0,0,0,0,0,0
7729,H43677,H,299.49,310.35,1330,30.18,4,0,0,0,0,0,0
7730,L76296,L,302.73,312.71,1384,39.84,69,0,0,0,0,0,0
7731,L33022,L,304.15,314.0,1626,38.81,66,0,0,0,0,0,0
7732,L81148,L,299.78,310.62,1825,26.11,22,0,0,0,0,0,0
7733,L37265,L,298.92,309.4,1586,42.81,95,0,0,0,0,0,0
7734,M10530,M,297.36,307.98,1335,52.03,62,0,0,0,0,0,0
7735,L19551,L,299.38,310.53,1339,29.88,131,0,0,0,0,0,0
